reviewerID,asin,overall,reviewText,summary,sentiment,review_word_count,full_review,text_for_vader,text_for_textblob,text_for_swn,vader_pred,vader_compound,textblob_pred,textblob_polarity,swn_score,swn_pred
A6FPI5CM4W5WB,B004XLDDNI,5.0,Great,Great,Positive,1,Great Great,Great Great,great great,great great,Positive,0.8481,Positive,0.8,0.5833333333333334,Positive
A3J8IC20SGBS2O,B008YDSH6E,5.0,"I am a technician. I have been a technician since 1971. Having used Supco relays for over 30 years when they first became available,  I have always found them to be reliable and they saved me from carrying 40 or 50 types of relays in my truck.

  Mr burke","Totally reliable relays, 45 years experience",Positive,49,"Totally reliable relays, 45 years experience I am a technician. I have been a technician since 1971. Having used Supco relays for over 30 years when they first became available,  I have always found them to be reliable and they saved me from carrying 40 or 50 types of relays in my truck.

  Mr burke","Totally reliable relays, 45 years experience I am a technician. I have been a technician since 1971. Having used Supco relays for over 30 years when they first became available,  I have always found them to be reliable and they saved me from carrying 40 or 50 types of relays in my truck.

  Mr burke",totally reliable relay year experience am technician have been technician since having used supco relay for over year when they first became available have always found them to be reliable and they saved me from carrying or type of relay in my truck mr burke,"totally reliable relays, 45 years experience i am a technician. i have been a technician since 1971. having used supco relays for over 30 years when they first became available,  i have always found them to be reliable and they saved me from carrying 40 or 50 types of relays in my truck.

  mr burke",Positive,0.4215,Positive,0.21666666666666667,1.754733314930683,Positive
AFUVGAUNQVT0S,B008YDSH6E,5.0,These start devices are great for all domestic refrigeration start device repairs. They exceed the original device and very easy to install.,Got compressor start problem?,Positive,22,Got compressor start problem? These start devices are great for all domestic refrigeration start device repairs. They exceed the original device and very easy to install.,Got compressor start problem? These start devices are great for all domestic refrigeration start device repairs. They exceed the original device and very easy to install.,got compressor start problem these start device are great for all domestic refrigeration start device repair they exceed the original device and very easy to install,got compressor start problem? these start devices are great for all domestic refrigeration start device repairs. they exceed the original device and very easy to install.,Positive,0.7841,Positive,0.4345833333333333,0.05232371794871804,Positive
A1EUO0BU72JR7T,B00DM8J11Q,5.0,"Consider the wisdom of spending a lot of money on replacement parts for a 10+ year old washer that you originally bought for $400. This is one of the cheaper parts so I could see getting this one (and maybe the lid switch or motor couplings).  If you're having problems with your motor/clutch/timer or other electrical part, you might want to think about getting another top loader like an Amana before they stop carrying them in stores in about a year or so...",Cheap fix; start considering another washer...,Positive,83,"Cheap fix; start considering another washer... Consider the wisdom of spending a lot of money on replacement parts for a 10+ year old washer that you originally bought for $400. This is one of the cheaper parts so I could see getting this one (and maybe the lid switch or motor couplings).  If you're having problems with your motor/clutch/timer or other electrical part, you might want to think about getting another top loader like an Amana before they stop carrying them in stores in about a year or so...","Cheap fix; start considering another washer... Consider the wisdom of spending a lot of money on replacement parts for a 10+ year old washer that you originally bought for $400. This is one of the cheaper parts so I could see getting this one (and maybe the lid switch or motor couplings).  If you're having problems with your motor/clutch/timer or other electrical part, you might want to think about getting another top loader like an Amana before they stop carrying them in stores in about a year or so...",cheap fix start considering another washer consider the wisdom of spending lot of money on replacement part for year old washer that you originally bought for this is one of the cheaper part so could see getting this one and maybe the lid switch or motor coupling if youre having problem with your motorclutchtimer or other electrical part you might want to think about getting another top loader like an amana before they stop carrying them in store in about year or so,"cheap fix; start considering another washer... consider the wisdom of spending a lot of money on replacement parts for a 10+ year old washer that you originally bought for $400. this is one of the cheaper parts so i could see getting this one (and maybe the lid switch or motor couplings).  if you're having problems with your motor/clutch/timer or other electrical part, you might want to think about getting another top loader like an amana before they stop carrying them in stores in about a year or so...",Positive,0.4767,Positive,0.25,-0.19979311624048468,Negative
A3B1B4E184FSUZ,B0042U16YI,5.0,A+,Five Stars,Positive,1,Five Stars A+,Five Stars A+,five star,five stars a+,Neutral,0.0,Neutral,0.0,0.015625,Neutral
A1IT56MV1C09VS,B0006GVNOA,5.0,"Anyone who thinks they don't have a problem with lint should look at these pictures.  My house is only 10 years old and this is what came out of our vent.  That doesn't even include what was cleaned out from our dryer filter and what was in just the dryer unit.  This product is very easy to use.  I definitely suggest taping each junction to make sure they don't separate in the vent.  I broke my cleaning into 4 cleanings. Fist cleaning was with just the brush and the first extension.  After ensuring that section is clean I added the second and so forth until the brush came out clean.  Given the length of the brush with all four sections, I found it easier to have another set of hands guide the brush into the vent while the other set was operating the drill.
I noticed that when I turned the dryer back on there was some lint that was dislodged and blew out the outside vent opening.  Unfortunately in my case some lodged between the slats and is keeping the vent opening from fully closing.  I will be making a trip up my ladder once the ground dries a little so I can remove those pieces.  A little price to pay for a clean vent.",Excellent product and showed me that my vent obviously needed a cleaning,Positive,216,"Excellent product and showed me that my vent obviously needed a cleaning Anyone who thinks they don't have a problem with lint should look at these pictures.  My house is only 10 years old and this is what came out of our vent.  That doesn't even include what was cleaned out from our dryer filter and what was in just the dryer unit.  This product is very easy to use.  I definitely suggest taping each junction to make sure they don't separate in the vent.  I broke my cleaning into 4 cleanings. Fist cleaning was with just the brush and the first extension.  After ensuring that section is clean I added the second and so forth until the brush came out clean.  Given the length of the brush with all four sections, I found it easier to have another set of hands guide the brush into the vent while the other set was operating the drill.
I noticed that when I turned the dryer back on there was some lint that was dislodged and blew out the outside vent opening.  Unfortunately in my case some lodged between the slats and is keeping the vent opening from fully closing.  I will be making a trip up my ladder once the ground dries a little so I can remove those pieces.  A little price to pay for a clean vent.","Excellent product and showed me that my vent obviously needed a cleaning Anyone who thinks they don't have a problem with lint should look at these pictures.  My house is only 10 years old and this is what came out of our vent.  That doesn't even include what was cleaned out from our dryer filter and what was in just the dryer unit.  This product is very easy to use.  I definitely suggest taping each junction to make sure they don't separate in the vent.  I broke my cleaning into 4 cleanings. Fist cleaning was with just the brush and the first extension.  After ensuring that section is clean I added the second and so forth until the brush came out clean.  Given the length of the brush with all four sections, I found it easier to have another set of hands guide the brush into the vent while the other set was operating the drill.
I noticed that when I turned the dryer back on there was some lint that was dislodged and blew out the outside vent opening.  Unfortunately in my case some lodged between the slats and is keeping the vent opening from fully closing.  I will be making a trip up my ladder once the ground dries a little so I can remove those pieces.  A little price to pay for a clean vent.",excellent product and showed me that my vent obviously needed cleaning anyone who think they dont have problem with lint should look at these picture my house is only year old and this is what came out of our vent that doesnt even include what wa cleaned out from our dryer filter and what wa in just the dryer unit this product is very easy to use definitely suggest taping each junction to make sure they dont separate in the vent broke my cleaning into cleaning fist cleaning wa with just the brush and the first extension after ensuring that section is clean added the second and so forth until the brush came out clean given the length of the brush with all four section found it easier to have another set of hand guide the brush into the vent while the other set wa operating the drill noticed that when turned the dryer back on there wa some lint that wa dislodged and blew out the outside vent opening unfortunately in my case some lodged between the slat and is keeping the vent opening from fully closing will be making trip up my ladder once the ground dry little so can remove those piece little price to pay for clean vent,"excellent product and showed me that my vent obviously needed a cleaning anyone who thinks they don't have a problem with lint should look at these pictures.  my house is only 10 years old and this is what came out of our vent.  that doesn't even include what was cleaned out from our dryer filter and what was in just the dryer unit.  this product is very easy to use.  i definitely suggest taping each junction to make sure they don't separate in the vent.  i broke my cleaning into 4 cleanings. fist cleaning was with just the brush and the first extension.  after ensuring that section is clean i added the second and so forth until the brush came out clean.  given the length of the brush with all four sections, i found it easier to have another set of hands guide the brush into the vent while the other set was operating the drill.
i noticed that when i turned the dryer back on there was some lint that was dislodged and blew out the outside vent opening.  unfortunately in my case some lodged between the slats and is keeping the vent opening from fully closing.  i will be making a trip up my ladder once the ground dries a little so i can remove those pieces.  a little price to pay for a clean vent.",Positive,0.9629,Positive,0.1287719298245614,1.6317814539854754,Positive
A1H2V1GNEY4LZ0,B00W4YKCGC,5.0,Work perfectly and on time!,Could not beat the great price and fast delivery!,Positive,5,Could not beat the great price and fast delivery! Work perfectly and on time!,Could not beat the great price and fast delivery! Work perfectly and on time!,could not beat the great price and fast delivery work perfectly and on time,could not beat the great price and fast delivery! work perfectly and on time!,Positive,0.3591,Positive,0.6666666666666666,0.3619306418219462,Positive
A329823SXZ8IBE,B004UB1O9Q,5.0,Fit perfectly in my fridge.  No leaks and the water tastes great.,Awesome,Positive,12,Awesome Fit perfectly in my fridge.  No leaks and the water tastes great.,Awesome Fit perfectly in my fridge.  No leaks and the water tastes great.,awesome fit perfectly in my fridge no leak and the water taste great,awesome fit perfectly in my fridge.  no leaks and the water tastes great.,Positive,0.9287,Positive,0.8,1.38125,Positive
AMY6O4Z9HINO0,B0014CN8Y8,5.0,"The lint eater is amazing! We recently bought a house that was built in 2001 and previously owned by an older lady, so I assumed the dryer vent had never been cleaned. Before setting up the dryer, I wanted to give the vent line a thorough cleaning for safety's sake and to help the dryer run as efficiently as possible. Well, I'm glad I did! The exterior cover on the vent had been gone for some time, and the amount of leaves and pine needles plus lint wads that I got out were shocking! It seemed like every time I ran the LintEater through line, it dislodged another fist-sized wad of stuff. When I first hooked up the shop vac inside the house, and went out to the vent exit, there was almost zero air getting sucked in. The wads were so huge that they kept stopping up my shop vac hose and I had to keep going inside to clean it out. After all was said and done, my vent line is free-flowing and working as good as new. Glad I spent the money on this product!

Helpful tip - when I started, I just jammed all of the rods together and tried to work it into the vent line. It's way too unwieldy this way, and every time you hit the power on the drill, the rods get kinked and knotted up because they're so flexible. Start with one, and when that one gets most of the way into the vent line, add another. Repeat as necessary and you'll have a MUCH easier time.",Excellent choice for cleaning out dryer vent line. Worth every penny!,Positive,266,"Excellent choice for cleaning out dryer vent line. Worth every penny! The lint eater is amazing! We recently bought a house that was built in 2001 and previously owned by an older lady, so I assumed the dryer vent had never been cleaned. Before setting up the dryer, I wanted to give the vent line a thorough cleaning for safety's sake and to help the dryer run as efficiently as possible. Well, I'm glad I did! The exterior cover on the vent had been gone for some time, and the amount of leaves and pine needles plus lint wads that I got out were shocking! It seemed like every time I ran the LintEater through line, it dislodged another fist-sized wad of stuff. When I first hooked up the shop vac inside the house, and went out to the vent exit, there was almost zero air getting sucked in. The wads were so huge that they kept stopping up my shop vac hose and I had to keep going inside to clean it out. After all was said and done, my vent line is free-flowing and working as good as new. Glad I spent the money on this product!

Helpful tip - when I started, I just jammed all of the rods together and tried to work it into the vent line. It's way too unwieldy this way, and every time you hit the power on the drill, the rods get kinked and knotted up because they're so flexible. Start with one, and when that one gets most of the way into the vent line, add another. Repeat as necessary and you'll have a MUCH easier time.","Excellent choice for cleaning out dryer vent line. Worth every penny! The lint eater is amazing! We recently bought a house that was built in 2001 and previously owned by an older lady, so I assumed the dryer vent had never been cleaned. Before setting up the dryer, I wanted to give the vent line a thorough cleaning for safety's sake and to help the dryer run as efficiently as possible. Well, I'm glad I did! The exterior cover on the vent had been gone for some time, and the amount of leaves and pine needles plus lint wads that I got out were shocking! It seemed like every time I ran the LintEater through line, it dislodged another fist-sized wad of stuff. When I first hooked up the shop vac inside the house, and went out to the vent exit, there was almost zero air getting sucked in. The wads were so huge that they kept stopping up my shop vac hose and I had to keep going inside to clean it out. After all was said and done, my vent line is free-flowing and working as good as new. Glad I spent the money on this product!

Helpful tip - when I started, I just jammed all of the rods together and tried to work it into the vent line. It's way too unwieldy this way, and every time you hit the power on the drill, the rods get kinked and knotted up because they're so flexible. Start with one, and when that one gets most of the way into the vent line, add another. Repeat as necessary and you'll have a MUCH easier time.",excellent choice for cleaning out dryer vent line worth every penny the lint eater is amazing we recently bought house that wa built in and previously owned by an older lady so assumed the dryer vent had never been cleaned before setting up the dryer wanted to give the vent line thorough cleaning for safety sake and to help the dryer run a efficiently a possible well im glad did the exterior cover on the vent had been gone for some time and the amount of leaf and pine needle plus lint wad that got out were shocking it seemed like every time ran the linteater through line it dislodged another fistsized wad of stuff when first hooked up the shop vac inside the house and went out to the vent exit there wa almost zero air getting sucked in the wad were so huge that they kept stopping up my shop vac hose and had to keep going inside to clean it out after all wa said and done my vent line is freeflowing and working a good a new glad spent the money on this product helpful tip when started just jammed all of the rod together and tried to work it into the vent line it way too unwieldy this way and every time you hit the power on the drill the rod get kinked and knotted up because theyre so flexible start with one and when that one get most of the way into the vent line add another repeat a necessary and youll have much easier time,"excellent choice for cleaning out dryer vent line. worth every penny! the lint eater is amazing! we recently bought a house that was built in 2001 and previously owned by an older lady, so i assumed the dryer vent had never been cleaned. before setting up the dryer, i wanted to give the vent line a thorough cleaning for safety's sake and to help the dryer run as efficiently as possible. well, i'm glad i did! the exterior cover on the vent had been gone for some time, and the amount of leaves and pine needles plus lint wads that i got out were shocking! it seemed like every time i ran the linteater through line, it dislodged another fist-sized wad of stuff. when i first hooked up the shop vac inside the house, and went out to the vent exit, there was almost zero air getting sucked in. the wads were so huge that they kept stopping up my shop vac hose and i had to keep going inside to clean it out. after all was said and done, my vent line is free-flowing and working as good as new. glad i spent the money on this product!

helpful tip - when i started, i just jammed all of the rods together and tried to work it into the vent line. it's way too unwieldy this way, and every time you hit the power on the drill, the rods get kinked and knotted up because they're so flexible. start with one, and when that one gets most of the way into the vent line, add another. repeat as necessary and you'll have a much easier time.",Positive,0.9872,Positive,0.21265151515151515,5.084375607060757,Positive
A2HDUVKXR5CM7H,B000XXWOGW,1.0,"see original remarks, made the mistake of buying it again from same dealer same problems different machine.  Save your money !!",garbage,Negative,21,"garbage see original remarks, made the mistake of buying it again from same dealer same problems different machine.  Save your money !!","garbage see original remarks, made the mistake of buying it again from same dealer same problems different machine.  Save your money !!",garbage see original remark made the mistake of buying it again from same dealer same problem different machine save your money,"garbage see original remarks, made the mistake of buying it again from same dealer same problems different machine.  save your money !!",Positive,0.2462,Neutral,0.09375,-0.29650587507730364,Negative
A1Y4UNHRP312HS,B004UB1O9Q,5.0,"These water filters are designed for my Samsung refrigerator, and operate leak free.",Five Stars,Positive,13,"Five Stars These water filters are designed for my Samsung refrigerator, and operate leak free.","Five Stars These water filters are designed for my Samsung refrigerator, and operate leak free.",five star these water filter are designed for my samsung refrigerator and operate leak free,"five stars these water filters are designed for my samsung refrigerator, and operate leak free.",Positive,0.2263,Positive,0.4,-0.19202152014652019,Negative
A1AJW9DILZFTQI,B004XLDHSE,5.0,Right on time and works great,Five Stars,Positive,6,Five Stars Right on time and works great,Five Stars Right on time and works great,five star right on time and work great,five stars right on time and works great,Positive,0.6249,Positive,0.5428571428571429,0.5633101851851852,Positive
A26Y776G7VVBCQ,B00126NABC,4.0,Works great. Best price I could find on the internest. Shipped quickly with no problems. Will buy this again in 8 months when I need another one.,Perfect Fit and OEM part,Positive,27,Perfect Fit and OEM part Works great. Best price I could find on the internest. Shipped quickly with no problems. Will buy this again in 8 months when I need another one.,Perfect Fit and OEM part Works great. Best price I could find on the internest. Shipped quickly with no problems. Will buy this again in 8 months when I need another one.,perfect fit and oem part work great best price could find on the internest shipped quickly with no problem will buy this again in month when need another one,perfect fit and oem part works great. best price i could find on the internest. shipped quickly with no problems. will buy this again in 8 months when i need another one.,Positive,0.9498,Positive,0.7066666666666668,1.3135333994708993,Positive
A3LGZ8M29PBNGG,B000W3P4AQ,2.0,i cook only once in a blue moon.  i was shocked to see with as little use as this range has had that the grates look like they were under heavy use for years!!!  i called Jenn air and spoke with Adam A.  and they wouldn't exchange them or fix them.  they only offered my 25% off ( which was the same price anyway from the internet).  i can't really compare much else on the range since i haven't used it much and i am  not much of a cook!  the stainless steel does tend to rust and stain.  i got a stainless steel fridge and dishwasher  at the same time  by other brands and those seem to not have the same stainless steel issues.,grate scratches so easily,Negative,125,grate scratches so easily i cook only once in a blue moon.  i was shocked to see with as little use as this range has had that the grates look like they were under heavy use for years!!!  i called Jenn air and spoke with Adam A.  and they wouldn't exchange them or fix them.  they only offered my 25% off ( which was the same price anyway from the internet).  i can't really compare much else on the range since i haven't used it much and i am  not much of a cook!  the stainless steel does tend to rust and stain.  i got a stainless steel fridge and dishwasher  at the same time  by other brands and those seem to not have the same stainless steel issues.,grate scratches so easily i cook only once in a blue moon.  i was shocked to see with as little use as this range has had that the grates look like they were under heavy use for years!!!  i called Jenn air and spoke with Adam A.  and they wouldn't exchange them or fix them.  they only offered my 25% off ( which was the same price anyway from the internet).  i can't really compare much else on the range since i haven't used it much and i am  not much of a cook!  the stainless steel does tend to rust and stain.  i got a stainless steel fridge and dishwasher  at the same time  by other brands and those seem to not have the same stainless steel issues.,grate scratch so easily cook only once in blue moon wa shocked to see with a little use a this range ha had that the grate look like they were under heavy use for year called jenn air and spoke with adam and they wouldnt exchange them or fix them they only offered my off which wa the same price anyway from the internet cant really compare much else on the range since havent used it much and am not much of cook the stainless steel doe tend to rust and stain got stainless steel fridge and dishwasher at the same time by other brand and those seem to not have the same stainless steel issue,grate scratches so easily i cook only once in a blue moon.  i was shocked to see with as little use as this range has had that the grates look like they were under heavy use for years!!!  i called jenn air and spoke with adam a.  and they wouldn't exchange them or fix them.  they only offered my 25% off ( which was the same price anyway from the internet).  i can't really compare much else on the range since i haven't used it much and i am  not much of a cook!  the stainless steel does tend to rust and stain.  i got a stainless steel fridge and dishwasher  at the same time  by other brands and those seem to not have the same stainless steel issues.,Positive,0.6688,Neutral,0.017824074074074086,-0.12566911645859014,Negative
A3GP2HMB2AFOKF,B001DHLGOS,5.0,Great product,Five Stars,Positive,2,Five Stars Great product,Five Stars Great product,five star great product,five stars great product,Positive,0.6249,Positive,0.8,0.3072916666666667,Positive
A37DQO5LU8DXTV,B00CW0O1EW,5.0,Good,Five Stars,Positive,1,Five Stars Good,Five Stars Good,five star good,five stars good,Positive,0.4404,Positive,0.7,0.6287202380952381,Positive
A3J8IC20SGBS2O,B00DM8KQ2Y,5.0,works perfectly,Five Stars,Positive,2,Five Stars works perfectly,Five Stars works perfectly,five star work perfectly,five stars works perfectly,Positive,0.6369,Positive,1.0,0.4091435185185185,Positive
A6FPI5CM4W5WB,B00470A1S0,5.0,"Great product, on time.",Great,Positive,4,"Great Great product, on time.","Great Great product, on time.",great great product on time,"great great product, on time.",Positive,0.8481,Positive,0.8,0.7083333333333334,Positive
A1RQQV9HYHDHDN,B00009W3PA,5.0,I purchasaed a new dryer and did not want to reuse the cord from my old unit. This unit installed in a pretty straight forward manor. Quality was as expected. No Complaints,Easy install,Positive,32,Easy install I purchasaed a new dryer and did not want to reuse the cord from my old unit. This unit installed in a pretty straight forward manor. Quality was as expected. No Complaints,Easy install I purchasaed a new dryer and did not want to reuse the cord from my old unit. This unit installed in a pretty straight forward manor. Quality was as expected. No Complaints,easy install purchasaed new dryer and did not want to reuse the cord from my old unit this unit installed in pretty straight forward manor quality wa a expected no complaint,easy install i purchasaed a new dryer and did not want to reuse the cord from my old unit. this unit installed in a pretty straight forward manor. quality was as expected. no complaints,Positive,0.8416,Positive,0.16709956709956705,-0.6256701631701631,Negative
A1HWFUO5PKB2RW,B0056I99WG,1.0,it did not last more then 3 days,One Star,Negative,8,One Star it did not last more then 3 days,One Star it did not last more then 3 days,one star it did not last more then day,one star it did not last more then 3 days,Neutral,0.0,Positive,0.25,-0.6899888306138307,Negative
A3J8IC20SGBS2O,B0053F7TQA,5.0,"A dryer thermostat which does as it was designed, to limit the heat to the element of your dryer
Mr Burke",Does what it is supposed to do,Positive,21,"Does what it is supposed to do A dryer thermostat which does as it was designed, to limit the heat to the element of your dryer
Mr Burke","Does what it is supposed to do A dryer thermostat which does as it was designed, to limit the heat to the element of your dryer
Mr Burke",doe what it is supposed to do dryer thermostat which doe a it wa designed to limit the heat to the element of your dryer mr burke,"does what it is supposed to do a dryer thermostat which does as it was designed, to limit the heat to the element of your dryer
mr burke",Neutral,0.0,Neutral,0.0,0.1291208791208791,Positive
A37DQO5LU8DXTV,B00P9C66PM,5.0,Good job,Five Stars,Positive,2,Five Stars Good job,Five Stars Good job,five star good job,five stars good job,Positive,0.4404,Positive,0.7,0.532566391941392,Positive
A23KSPVPHZF6EO,B009PCI2JU,4.0,"This works great, wonderful product it worked good.",Four Stars,Positive,8,"Four Stars This works great, wonderful product it worked good.","Four Stars This works great, wonderful product it worked good.",four star this work great wonderful product it worked good,"four stars this works great, wonderful product it worked good.",Positive,0.8934,Positive,0.8333333333333334,1.7074239417989419,Positive
A1EUO0BU72JR7T,B00MGMWTQS,5.0,"The all-plastic insert ones are better than the ones with the metal ones - I used one of the metal inserts ones and after a short while the insert just spun inside of the coupler, which made me have to replace it AND pry off the metal insert from the shaft, which was the most annoying part.","Great coupler - use the all-plastic ones, not the ones with the metal spline insert...",Positive,57,"Great coupler - use the all-plastic ones, not the ones with the metal spline insert... The all-plastic insert ones are better than the ones with the metal ones - I used one of the metal inserts ones and after a short while the insert just spun inside of the coupler, which made me have to replace it AND pry off the metal insert from the shaft, which was the most annoying part.","Great coupler - use the all-plastic ones, not the ones with the metal spline insert... The all-plastic insert ones are better than the ones with the metal ones - I used one of the metal inserts ones and after a short while the insert just spun inside of the coupler, which made me have to replace it AND pry off the metal insert from the shaft, which was the most annoying part.",great coupler use the allplastic one not the one with the metal spline insert the allplastic insert one are better than the one with the metal one used one of the metal insert one and after short while the insert just spun inside of the coupler which made me have to replace it and pry off the metal insert from the shaft which wa the most annoying part,"great coupler - use the all-plastic ones, not the ones with the metal spline insert... the all-plastic insert ones are better than the ones with the metal ones - i used one of the metal inserts ones and after a short while the insert just spun inside of the coupler, which made me have to replace it and pry off the metal insert from the shaft, which was the most annoying part.",Positive,0.6133,Positive,0.2,-0.616555124073921,Negative
ALZOND1IEW8KS,B00JGTUQJ6,5.0,works great -have bought them before,Works fine,Positive,6,Works fine works great -have bought them before,Works fine works great -have bought them before,work fine work great have bought them before,works fine works great -have bought them before,Positive,0.7096,Positive,0.6083333333333334,0.3442760942760943,Positive
A8WEXFRWX1ZHH,B0006GVNOA,5.0,"I bought this last October and finally got around to cleaning our 15-foot dryer duct run. It's just not the type of thing that's at the top of your list... like ""Wow, should I go see a movie, or clean our dryer duct?"" However, our dryer was drying slower and slower, and I knew it was a task that I needed to tackle, so I read the very long instruction book for this and began my work. The instructions really need to be re-written and simplified. My Sony TV has a smaller instruction manual. But I do appreciate the manufacturer's thoroughness. For those of you with short attention spans here's my quick start guide:

1. Screw the rods together and use electrical or duct tape to reinforce the joints to keep them from unscrewing during your work.
2. Stick one end of rod in your drill and set the clutch pretty close to the lowest or second lowest setting, then increase power if you need it.
3. Attached brush to other end of rod with supplied key wrench / allen wrench and tighten.
4. Make sure your drill is on clockwise - not reverse - mode or else the rods will unscrew inside your duct and you're screwed.
5. Read #4 again.
6. Turn dryer on air mode and then insert the brush in the pipe outside and begin spinning it by activating the drill. Push it in about a foot, then pull it out and watch the lint fly. Then push it in 2 feet and pull it out and watch the lint fly. Then 3 feet... etc.
7. Marvel at how much lint came out.
8. Marvel at how fast your dryer is and come write a review here.
9. Wash the clothes you were wearing when you did this because they are now covered in lint.

Hope this helps. It's a quick job and well worth it the trouble!",A great device that has my dryer working well again. Simple instructions here.,Positive,322,"A great device that has my dryer working well again. Simple instructions here. I bought this last October and finally got around to cleaning our 15-foot dryer duct run. It's just not the type of thing that's at the top of your list... like ""Wow, should I go see a movie, or clean our dryer duct?"" However, our dryer was drying slower and slower, and I knew it was a task that I needed to tackle, so I read the very long instruction book for this and began my work. The instructions really need to be re-written and simplified. My Sony TV has a smaller instruction manual. But I do appreciate the manufacturer's thoroughness. For those of you with short attention spans here's my quick start guide:

1. Screw the rods together and use electrical or duct tape to reinforce the joints to keep them from unscrewing during your work.
2. Stick one end of rod in your drill and set the clutch pretty close to the lowest or second lowest setting, then increase power if you need it.
3. Attached brush to other end of rod with supplied key wrench / allen wrench and tighten.
4. Make sure your drill is on clockwise - not reverse - mode or else the rods will unscrew inside your duct and you're screwed.
5. Read #4 again.
6. Turn dryer on air mode and then insert the brush in the pipe outside and begin spinning it by activating the drill. Push it in about a foot, then pull it out and watch the lint fly. Then push it in 2 feet and pull it out and watch the lint fly. Then 3 feet... etc.
7. Marvel at how much lint came out.
8. Marvel at how fast your dryer is and come write a review here.
9. Wash the clothes you were wearing when you did this because they are now covered in lint.

Hope this helps. It's a quick job and well worth it the trouble!","A great device that has my dryer working well again. Simple instructions here. I bought this last October and finally got around to cleaning our 15-foot dryer duct run. It's just not the type of thing that's at the top of your list... like ""Wow, should I go see a movie, or clean our dryer duct?"" However, our dryer was drying slower and slower, and I knew it was a task that I needed to tackle, so I read the very long instruction book for this and began my work. The instructions really need to be re-written and simplified. My Sony TV has a smaller instruction manual. But I do appreciate the manufacturer's thoroughness. For those of you with short attention spans here's my quick start guide:

1. Screw the rods together and use electrical or duct tape to reinforce the joints to keep them from unscrewing during your work.
2. Stick one end of rod in your drill and set the clutch pretty close to the lowest or second lowest setting, then increase power if you need it.
3. Attached brush to other end of rod with supplied key wrench / allen wrench and tighten.
4. Make sure your drill is on clockwise - not reverse - mode or else the rods will unscrew inside your duct and you're screwed.
5. Read #4 again.
6. Turn dryer on air mode and then insert the brush in the pipe outside and begin spinning it by activating the drill. Push it in about a foot, then pull it out and watch the lint fly. Then push it in 2 feet and pull it out and watch the lint fly. Then 3 feet... etc.
7. Marvel at how much lint came out.
8. Marvel at how fast your dryer is and come write a review here.
9. Wash the clothes you were wearing when you did this because they are now covered in lint.

Hope this helps. It's a quick job and well worth it the trouble!",great device that ha my dryer working well again simple instruction here bought this last october and finally got around to cleaning our foot dryer duct run it just not the type of thing thats at the top of your list like wow should go see movie or clean our dryer duct however our dryer wa drying slower and slower and knew it wa task that needed to tackle so read the very long instruction book for this and began my work the instruction really need to be rewritten and simplified my sony tv ha smaller instruction manual but do appreciate the manufacturer thoroughness for those of you with short attention span here my quick start guide screw the rod together and use electrical or duct tape to reinforce the joint to keep them from unscrewing during your work stick one end of rod in your drill and set the clutch pretty close to the lowest or second lowest setting then increase power if you need it attached brush to other end of rod with supplied key wrench allen wrench and tighten make sure your drill is on clockwise not reverse mode or else the rod will unscrew inside your duct and youre screwed read again turn dryer on air mode and then insert the brush in the pipe outside and begin spinning it by activating the drill push it in about foot then pull it out and watch the lint fly then push it in foot and pull it out and watch the lint fly then foot etc marvel at how much lint came out marvel at how fast your dryer is and come write review here wash the clothes you were wearing when you did this because they are now covered in lint hope this help it quick job and well worth it the trouble,"a great device that has my dryer working well again. simple instructions here. i bought this last october and finally got around to cleaning our 15-foot dryer duct run. it's just not the type of thing that's at the top of your list... like ""wow, should i go see a movie, or clean our dryer duct?"" however, our dryer was drying slower and slower, and i knew it was a task that i needed to tackle, so i read the very long instruction book for this and began my work. the instructions really need to be re-written and simplified. my sony tv has a smaller instruction manual. but i do appreciate the manufacturer's thoroughness. for those of you with short attention spans here's my quick start guide:

1. screw the rods together and use electrical or duct tape to reinforce the joints to keep them from unscrewing during your work.
2. stick one end of rod in your drill and set the clutch pretty close to the lowest or second lowest setting, then increase power if you need it.
3. attached brush to other end of rod with supplied key wrench / allen wrench and tighten.
4. make sure your drill is on clockwise - not reverse - mode or else the rods will unscrew inside your duct and you're screwed.
5. read #4 again.
6. turn dryer on air mode and then insert the brush in the pipe outside and begin spinning it by activating the drill. push it in about a foot, then pull it out and watch the lint fly. then push it in 2 feet and pull it out and watch the lint fly. then 3 feet... etc.
7. marvel at how much lint came out.
8. marvel at how fast your dryer is and come write a review here.
9. wash the clothes you were wearing when you did this because they are now covered in lint.

hope this helps. it's a quick job and well worth it the trouble!",Positive,0.9789,Positive,0.21173333333333333,-0.5068355351935081,Negative
ALZOND1IEW8KS,B00JGTUQJ6,5.0,Filter works like it is supposed to.,Water tastes fine,Positive,7,Water tastes fine Filter works like it is supposed to.,Water tastes fine Filter works like it is supposed to.,water taste fine filter work like it is supposed to,water tastes fine filter works like it is supposed to.,Positive,0.5106,Positive,0.4166666666666667,0.22753866503866504,Positive
A3GP2HMB2AFOKF,B004XLDDNI,5.0,Great product,Five Stars,Positive,2,Five Stars Great product,Five Stars Great product,five star great product,five stars great product,Positive,0.6249,Positive,0.8,0.3072916666666667,Positive
